campaign_id,category,region,is_brand,budget_daily,start_date,end_date
493,auto,EU,0,17.8,2026-01-10,2026-02-10
494,edtech,US,1,42.03,2026-01-05,2026-03-05
495,games,APAC,0,43.53,2026-01-29,2026-03-31
496,travel,APAC,0,16.87,2026-01-29,2026-04-24
497,retail,APAC,1,18.5,2026-01-10,2026-02-16
498,games,LATAM,0,35.83,2026-01-18,2026-04-14
499,food,APAC,0,13.75,2026-01-06,2026-02-15
500,travel,MEA,0,18.41,2026-01-20,2026-03-24
501,retail,APAC,0,26.12,2026-01-21,2026-03-23
502,media,US,1,49.26,2026-01-22,2026-04-06
503,food,US,0,16.07,2026-01-18,2026-03-04
504,auto,US,0,6.76,2026-01-22,2026-04-04
505,games,APAC,1,6.41,2026-01-17,2026-02-22
506,travel,US,0,10.16,2026-01-25,2026-03-13
507,edtech,MEA,1,9.78,2026-01-06,2026-02-23
508,finance,APAC,0,22.02,2026-01-15,2026-03-21
509,games,MEA,0,10.67,2026-01-13,2026-03-12
510,finance,LATAM,1,15.0,2026-01-17,2026-01-30
511,food,US,0,14.27,2026-01-05,2026-03-20
512,media,US,0,18.02,2026-01-10,2026-03-20
513,auto,LATAM,0,61.91,2026-01-29,2026-02-13
514,auto,US,1,38.99,2026-01-04,2026-03-31
515,food,US,1,24.81,2026-01-20,2026-03-22
516,retail,MEA,0,17.77,2026-01-20,2026-02-03
517,food,APAC,0,18.11,2026-01-15,2026-03-03
518,retail,EU,1,30.86,2026-01-02,2026-03-19
519,travel,APAC,0,36.93,2026-01-02,2026-02-01
520,edtech,APAC,0,13.0,2026-01-09,2026-04-03
521,games,MEA,0,25.17,2026-01-04,2026-02-14
522,finance,LATAM,0,5.92,2026-01-03,2026-01-28
523,finance,EU,1,28.45,2026-01-05,2026-02-10
524,auto,EU,1,41.83,2026-01-06,2026-02-25
525,games,LATAM,1,20.17,2026-01-26,2026-03-31
526,games,EU,0,87.49,2026-01-20,2026-04-14
527,food,US,0,13.24,2026-01-01,2026-01-24
528,finance,EU,0,28.57,2026-01-19,2026-04-15
529,food,EU,0,23.92,2026-01-05,2026-02-24
530,food,MEA,0,22.87,2026-01-13,2026-01-30
531,edtech,EU,0,22.65,2026-01-02,2026-03-26
532,finance,EU,0,26.44,2026-01-03,2026-02-07
533,finance,MEA,0,44.41,2026-01-04,2026-03-03
534,games,EU,1,64.36,2026-01-14,2026-03-19
535,edtech,MEA,0,24.49,2026-01-14,2026-01-22
536,finance,EU,0,43.41,2026-01-11,2026-02-05
537,travel,EU,1,15.01,2026-01-19,2026-03-23
538,retail,EU,1,41.94,2026-01-22,2026-02-24
539,edtech,LATAM,1,14.39,2026-01-22,2026-01-29
540,retail,LATAM,0,52.64,2026-01-18,2026-01-26
541,media,APAC,1,115.29,2026-01-17,2026-04-02
542,retail,US,0,22.52,2026-01-15,2026-02-03
543,finance,EU,0,5.29,2026-01-08,2026-01-23
544,finance,APAC,0,16.72,2026-01-15,2026-03-09
545,auto,US,0,58.11,2026-01-01,2026-01-17
546,retail,APAC,0,36.13,2026-01-29,2026-03-31
547,travel,LATAM,0,29.2,2026-01-12,2026-03-05
548,edtech,MEA,1,49.7,2026-01-23,2026-03-24
549,edtech,APAC,0,34.44,2026-01-29,2026-03-17
550,media,EU,0,57.54,2026-01-15,2026-03-27
551,auto,US,0,46.69,2026-01-26,2026-03-27
552,travel,MEA,0,71.18,2026-01-15,2026-02-25
553,auto,APAC,0,31.54,2026-01-04,2026-01-12
554,games,LATAM,0,46.23,2026-01-01,2026-01-30
555,food,APAC,0,19.79,2026-01-05,2026-01-22
556,edtech,EU,1,16.1,2026-01-29,2026-02-06
557,media,MEA,1,81.02,2026-01-15,2026-02-13
558,food,LATAM,0,28.54,2026-01-10,2026-02-03
559,auto,MEA,0,43.1,2026-01-14,2026-01-27
560,auto,MEA,1,26.75,2026-01-08,2026-02-09
561,edtech,US,1,16.27,2026-01-27,2026-03-17
562,retail,US,0,24.72,2026-01-30,2026-02-20
563,travel,US,1,67.03,2026-01-03,2026-02-01
564,finance,MEA,1,36.19,2026-01-22,2026-01-30
565,food,APAC,1,7.4,2026-01-11,2026-01-22
566,finance,APAC,0,21.1,2026-01-02,2026-01-22
567,finance,MEA,0,85.42,2026-01-28,2026-03-13
568,finance,LATAM,0,21.12,2026-01-02,2026-03-05
569,media,MEA,0,6.96,2026-01-07,2026-03-20
570,edtech,MEA,0,92.31,2026-01-01,2026-03-01
571,food,EU,0,39.55,2026-01-15,2026-03-14
572,travel,US,0,23.36,2026-01-18,2026-04-12
573,games,LATAM,0,18.92,2026-01-10,2026-02-07
574,retail,MEA,1,52.33,2026-01-03,2026-03-17
575,retail,EU,0,16.79,2026-01-04,2026-03-29
576,games,US,0,54.8,2026-01-29,2026-03-24
577,food,APAC,1,35.86,2026-01-25,2026-04-11
578,edtech,LATAM,1,29.12,2026-01-29,2026-02-16
579,food,EU,1,27.16,2026-01-16,2026-04-05
580,retail,LATAM,1,21.7,2026-01-17,2026-03-11
581,retail,US,1,51.01,2026-01-24,2026-02-18
582,auto,US,0,13.39,2026-01-19,2026-01-31
583,retail,APAC,0,7.88,2026-01-14,2026-03-21
584,retail,APAC,0,37.72,2026-01-09,2026-02-20
585,travel,LATAM,0,38.16,2026-01-15,2026-02-16
586,food,US,1,34.34,2026-01-02,2026-02-10
587,media,MEA,0,32.64,2026-01-06,2026-04-05
588,retail,EU,0,19.6,2026-01-23,2026-03-06
589,auto,MEA,0,42.57,2026-01-27,2026-02-09
590,auto,EU,0,23.76,2026-01-04,2026-02-03
591,auto,LATAM,0,17.44,2026-01-03,2026-01-22
592,food,US,0,19.72,2026-01-03,2026-03-07
593,finance,US,1,100.93,2026-01-24,2026-04-07
594,food,EU,0,7.28,2026-01-10,2026-03-27
595,games,LATAM,1,34.81,2026-01-10,2026-03-10
596,auto,EU,0,7.57,2026-01-01,2026-03-12
597,edtech,LATAM,0,22.74,2026-01-30,2026-03-12
598,auto,LATAM,0,18.11,2026-01-14,2026-03-14
599,media,MEA,1,5.7,2026-01-24,2026-02-08
600,media,LATAM,0,32.21,2026-01-22,2026-03-14
601,edtech,US,1,18.8,2026-01-05,2026-02-27
602,auto,LATAM,0,5.64,2026-01-25,2026-02-03
603,media,MEA,0,44.15,2026-01-17,2026-03-10
604,finance,US,1,66.99,2026-01-19,2026-03-27
605,auto,EU,0,69.62,2026-01-07,2026-02-13
606,edtech,MEA,0,31.54,2026-01-26,2026-03-19
607,games,EU,1,25.34,2026-01-28,2026-02-27
608,edtech,APAC,0,62.16,2026-01-13,2026-02-11
609,food,US,0,79.65,2026-01-03,2026-01-20
610,auto,EU,0,54.24,2026-01-26,2026-03-01
611,auto,LATAM,0,12.69,2026-01-27,2026-04-10
612,travel,EU,1,28.25,2026-01-16,2026-04-10
613,auto,LATAM,1,33.37,2026-01-18,2026-03-18
614,travel,LATAM,0,6.91,2026-01-07,2026-03-06
615,media,EU,1,34.07,2026-01-03,2026-03-01
616,media,EU,0,120.43,2026-01-29,2026-03-16
617,finance,LATAM,0,38.4,2026-01-15,2026-02-26
618,games,APAC,0,68.81,2026-01-09,2026-03-08
619,retail,EU,1,27.88,2026-01-21,2026-04-03
620,finance,MEA,0,23.31,2026-01-01,2026-02-11
621,travel,US,0,32.04,2026-01-03,2026-02-25
622,travel,EU,0,13.86,2026-01-08,2026-02-23
623,finance,MEA,1,12.5,2026-01-14,2026-02-13
624,travel,EU,0,59.53,2026-01-12,2026-02-12
625,edtech,APAC,0,64.11,2026-01-06,2026-01-19
626,finance,MEA,1,12.26,2026-01-11,2026-02-23
627,games,APAC,0,48.31,2026-01-11,2026-03-18
628,games,APAC,0,23.08,2026-01-16,2026-03-20
629,edtech,US,0,31.12,2026-01-17,2026-04-15
630,games,EU,0,33.86,2026-01-27,2026-02-06
631,media,APAC,0,49.21,2026-01-25,2026-04-05
632,games,MEA,1,25.99,2026-01-09,2026-03-22
633,travel,EU,0,65.83,2026-01-28,2026-03-12
634,travel,MEA,0,30.47,2026-01-16,2026-02-15
635,finance,APAC,1,37.98,2026-01-06,2026-02-11
636,media,APAC,0,13.69,2026-01-11,2026-03-15
637,finance,EU,0,111.17,2026-01-23,2026-04-11
638,games,LATAM,1,34.09,2026-01-25,2026-03-26
639,auto,EU,0,40.41,2026-01-12,2026-03-02
640,food,US,1,7.96,2026-01-05,2026-03-07
641,media,LATAM,1,13.79,2026-01-06,2026-01-18
642,food,EU,0,58.35,2026-01-04,2026-03-02
643,auto,APAC,0,29.99,2026-01-21,2026-01-31
644,travel,APAC,0,6.43,2026-01-16,2026-04-12
645,auto,EU,0,50.74,2026-01-14,2026-04-04
646,games,US,0,16.77,2026-01-21,2026-03-11
647,travel,US,0,65.89,2026-01-25,2026-03-04
648,edtech,LATAM,1,23.07,2026-01-24,2026-04-01
649,food,MEA,1,28.31,2026-01-05,2026-03-05
650,auto,MEA,1,56.0,2026-01-18,2026-03-24
651,travel,EU,0,13.09,2026-01-27,2026-03-17
652,media,EU,0,12.24,2026-01-24,2026-02-19
653,finance,EU,0,21.38,2026-01-10,2026-01-23
654,auto,APAC,0,43.77,2026-01-12,2026-02-11
655,edtech,EU,1,9.66,2026-01-27,2026-03-18
656,edtech,US,0,7.63,2026-01-01,2026-02-12
657,auto,MEA,0,43.67,2026-01-16,2026-03-06
658,media,MEA,1,16.09,2026-01-04,2026-02-03
659,retail,MEA,0,18.64,2026-01-27,2026-04-21
660,games,US,0,6.69,2026-01-02,2026-02-08
661,finance,LATAM,0,15.25,2026-01-01,2026-03-19
662,media,LATAM,0,24.4,2026-01-10,2026-02-18
663,retail,EU,1,47.05,2026-01-07,2026-02-19
664,finance,APAC,0,14.3,2026-01-15,2026-03-13
665,edtech,APAC,1,78.27,2026-01-09,2026-02-06
666,media,US,1,15.19,2026-01-11,2026-02-05
667,edtech,LATAM,1,15.21,2026-01-17,2026-02-24
668,auto,LATAM,0,71.96,2026-01-17,2026-03-31
669,food,APAC,0,28.45,2026-01-29,2026-02-17
670,finance,LATAM,1,16.67,2026-01-15,2026-02-27
671,food,LATAM,0,22.01,2026-01-17,2026-03-20
672,edtech,APAC,0,63.25,2026-01-21,2026-03-27
673,media,US,1,68.47,2026-01-06,2026-02-18
674,retail,LATAM,0,13.85,2026-01-21,2026-02-03
675,edtech,LATAM,1,23.81,2026-01-26,2026-02-03
676,media,MEA,1,26.13,2026-01-10,2026-02-25
677,edtech,EU,1,12.3,2026-01-06,2026-03-21
678,retail,APAC,0,23.59,2026-01-11,2026-01-20
679,edtech,MEA,1,24.62,2026-01-09,2026-03-30
680,food,APAC,0,54.5,2026-01-18,2026-03-22
681,media,MEA,1,57.12,2026-01-26,2026-02-02
682,finance,EU,1,19.48,2026-01-18,2026-02-22
683,food,EU,1,21.12,2026-01-04,2026-01-29
684,food,LATAM,0,39.06,2026-01-10,2026-04-05
685,finance,US,0,16.29,2026-01-21,2026-03-15
686,auto,APAC,0,37.04,2026-01-10,2026-02-12
687,travel,APAC,0,23.07,2026-01-18,2026-02-17
688,edtech,APAC,0,12.45,2026-01-21,2026-03-15
689,travel,MEA,0,12.56,2026-01-10,2026-01-17
690,auto,EU,0,67.55,2026-01-20,2026-02-17
691,food,LATAM,1,21.99,2026-01-12,2026-02-01
692,auto,MEA,1,77.34,2026-01-05,2026-03-04
693,food,LATAM,0,17.12,2026-01-12,2026-03-15
694,food,US,1,30.08,2026-01-14,2026-02-28
695,retail,EU,0,130.96,2026-01-01,2026-01-19
696,games,LATAM,0,11.7,2026-01-27,2026-03-05
697,media,APAC,0,6.5,2026-01-16,2026-04-02
698,edtech,EU,1,60.38,2026-01-02,2026-01-25
699,retail,US,1,13.75,2026-01-27,2026-02-16
700,retail,MEA,1,24.18,2026-01-26,2026-02-11
701,edtech,US,1,16.28,2026-01-01,2026-03-16
702,edtech,EU,1,29.6,2026-01-05,2026-01-21
703,finance,LATAM,0,12.61,2026-01-11,2026-03-07
704,finance,EU,0,21.63,2026-01-16,2026-04-15
705,finance,MEA,0,33.61,2026-01-22,2026-03-23
706,edtech,MEA,1,12.11,2026-01-13,2026-02-23
707,retail,MEA,0,15.03,2026-01-19,2026-02-12
708,edtech,MEA,0,19.24,2026-01-01,2026-01-08
709,travel,US,1,9.02,2026-01-20,2026-02-08
710,travel,US,0,18.25,2026-01-28,2026-04-24
711,media,US,1,26.66,2026-01-16,2026-02-03
712,edtech,APAC,0,18.55,2026-01-14,2026-01-22
713,media,MEA,1,20.29,2026-01-09,2026-03-24
714,auto,LATAM,1,24.19,2026-01-29,2026-03-11
715,food,LATAM,0,15.5,2026-01-01,2026-02-06
716,auto,MEA,1,39.8,2026-01-09,2026-03-16
717,edtech,LATAM,0,67.03,2026-01-05,2026-02-24
718,travel,US,0,17.72,2026-01-26,2026-04-18
719,finance,APAC,0,34.45,2026-01-15,2026-03-01
720,edtech,APAC,1,20.74,2026-01-28,2026-04-04
721,finance,EU,0,31.68,2026-01-20,2026-04-09
722,food,LATAM,0,73.41,2026-01-17,2026-03-03
723,auto,LATAM,1,35.02,2026-01-16,2026-02-15
724,retail,LATAM,0,7.09,2026-01-07,2026-04-04
725,auto,APAC,0,33.71,2026-01-17,2026-02-11
726,retail,LATAM,0,58.15,2026-01-21,2026-01-31
727,media,MEA,0,21.01,2026-01-29,2026-03-24
728,retail,APAC,1,49.25,2026-01-17,2026-04-15
729,travel,APAC,0,15.13,2026-01-29,2026-02-12
730,media,EU,0,8.67,2026-01-29,2026-04-16
731,media,LATAM,1,27.08,2026-01-16,2026-04-01
732,travel,MEA,0,7.17,2026-01-14,2026-04-08
733,food,LATAM,1,20.74,2026-01-05,2026-02-15
734,auto,MEA,0,60.39,2026-01-09,2026-02-06
735,finance,MEA,1,6.44,2026-01-27,2026-03-17
736,media,LATAM,1,10.02,2026-01-05,2026-01-23
737,media,APAC,1,11.91,2026-01-12,2026-03-29
738,games,EU,0,23.47,2026-01-21,2026-03-24
739,media,EU,0,18.99,2026-01-08,2026-02-24
740,food,US,1,65.33,2026-01-30,2026-03-20
741,auto,APAC,0,47.85,2026-01-20,2026-03-27
742,auto,LATAM,0,34.7,2026-01-01,2026-02-20
743,media,APAC,0,27.17,2026-01-08,2026-03-25
744,games,EU,1,32.31,2026-01-23,2026-04-16
745,auto,US,1,13.42,2026-01-26,2026-04-21
746,games,MEA,0,44.7,2026-01-28,2026-03-27
747,edtech,MEA,1,11.26,2026-01-26,2026-04-04
748,games,US,0,44.03,2026-01-03,2026-02-04
749,games,MEA,0,56.28,2026-01-22,2026-02-01
750,finance,LATAM,0,28.43,2026-01-04,2026-02-13
751,food,MEA,0,21.69,2026-01-03,2026-03-23
752,finance,MEA,0,32.47,2026-01-21,2026-02-08
753,retail,LATAM,1,3.31,2026-01-15,2026-03-08
754,food,US,1,30.31,2026-01-20,2026-02-11
755,edtech,LATAM,0,22.66,2026-01-26,2026-03-09
756,travel,US,0,23.68,2026-01-03,2026-01-21
757,media,US,0,40.23,2026-01-16,2026-03-24
758,travel,LATAM,1,23.28,2026-01-26,2026-04-10
759,finance,APAC,1,11.04,2026-01-14,2026-03-24
760,media,APAC,1,22.22,2026-01-16,2026-03-22
761,finance,US,0,25.72,2026-01-15,2026-02-10
762,edtech,APAC,0,26.59,2026-01-28,2026-03-20
763,food,EU,0,27.48,2026-01-02,2026-01-17
764,food,LATAM,0,50.78,2026-01-27,2026-03-06
765,games,APAC,0,11.47,2026-01-25,2026-03-14
766,auto,MEA,0,27.74,2026-01-25,2026-03-28
767,edtech,APAC,1,60.52,2026-01-13,2026-01-28
768,travel,APAC,0,7.28,2026-01-16,2026-03-31
769,finance,EU,0,27.82,2026-01-12,2026-02-26
770,travel,EU,1,16.28,2026-01-08,2026-03-29
771,media,US,0,18.93,2026-01-27,2026-03-18
772,food,US,1,13.02,2026-01-16,2026-03-09
773,retail,US,0,21.79,2026-01-22,2026-03-27
774,media,US,1,89.02,2026-01-04,2026-03-20
775,auto,LATAM,0,10.12,2026-01-24,2026-02-13
776,food,EU,0,10.82,2026-01-20,2026-03-10
777,travel,US,1,9.86,2026-01-30,2026-02-08
778,retail,EU,0,82.2,2026-01-05,2026-02-20
779,games,US,0,17.75,2026-01-17,2026-04-01
780,auto,LATAM,0,24.1,2026-01-16,2026-04-04
781,food,EU,0,18.51,2026-01-17,2026-02-16
782,media,US,1,12.67,2026-01-02,2026-02-10
783,retail,EU,0,20.81,2026-01-15,2026-03-08
784,retail,MEA,0,137.11,2026-01-09,2026-02-17
785,travel,LATAM,0,65.0,2026-01-19,2026-02-09
786,edtech,US,1,13.5,2026-01-07,2026-02-08
787,retail,EU,0,38.6,2026-01-14,2026-02-23
788,media,EU,0,13.71,2026-01-19,2026-03-10
789,edtech,APAC,1,7.07,2026-01-02,2026-03-26
790,retail,LATAM,0,50.08,2026-01-24,2026-03-17
791,retail,APAC,1,55.26,2026-01-22,2026-03-02
792,travel,MEA,0,51.02,2026-01-02,2026-03-04
793,media,US,0,17.66,2026-01-02,2026-03-14
794,auto,US,0,21.83,2026-01-26,2026-03-09
795,travel,APAC,1,41.46,2026-01-09,2026-02-25
796,games,US,0,32.27,2026-01-26,2026-02-20
797,food,MEA,0,18.62,2026-01-15,2026-04-03
798,travel,EU,0,7.9,2026-01-11,2026-03-30
799,games,APAC,0,26.57,2026-01-09,2026-01-30
800,travel,APAC,0,52.21,2026-01-20,2026-02-24
801,retail,EU,0,10.61,2026-01-04,2026-02-02
802,games,APAC,0,38.36,2026-01-13,2026-04-06
803,edtech,APAC,0,30.94,2026-01-11,2026-01-23
804,food,US,0,41.48,2026-01-05,2026-01-29
805,media,EU,0,45.17,2026-01-11,2026-02-13
806,auto,EU,0,15.09,2026-01-16,2026-03-10
807,edtech,EU,0,7.91,2026-01-21,2026-02-17
808,retail,APAC,0,16.89,2026-01-03,2026-02-23
809,travel,EU,0,45.71,2026-01-27,2026-04-06
810,food,MEA,0,16.79,2026-01-27,2026-04-12
811,retail,US,0,15.09,2026-01-21,2026-02-05
812,food,LATAM,0,6.86,2026-01-28,2026-02-15
813,media,LATAM,1,83.67,2026-01-13,2026-01-27
814,games,APAC,0,43.73,2026-01-25,2026-04-17
815,auto,MEA,1,42.05,2026-01-22,2026-03-24
816,auto,EU,0,48.3,2026-01-17,2026-03-09
817,retail,US,1,36.73,2026-01-06,2026-03-19
818,retail,US,0,20.68,2026-01-17,2026-03-13
819,media,EU,0,21.88,2026-01-28,2026-02-23
820,food,US,0,18.19,2026-01-30,2026-03-20
821,retail,US,1,155.14,2026-01-14,2026-03-20
822,media,LATAM,0,36.2,2026-01-08,2026-01-17
823,finance,US,0,17.73,2026-01-23,2026-03-21
824,media,MEA,0,33.98,2026-01-03,2026-02-20
825,edtech,LATAM,1,12.09,2026-01-05,2026-01-17
826,retail,MEA,0,70.33,2026-01-17,2026-02-14
827,media,EU,0,15.44,2026-01-30,2026-03-15
828,food,MEA,0,34.84,2026-01-10,2026-02-14
829,auto,LATAM,1,51.74,2026-01-14,2026-02-14
830,retail,MEA,0,32.12,2026-01-10,2026-03-11
831,finance,US,0,26.21,2026-01-14,2026-02-23
832,finance,MEA,1,24.72,2026-01-01,2026-02-18
833,travel,APAC,0,23.58,2026-01-18,2026-04-01
834,finance,EU,0,16.38,2026-01-18,2026-02-01
835,auto,APAC,0,17.91,2026-01-10,2026-02-15
836,auto,EU,0,69.11,2026-01-08,2026-01-21
837,auto,MEA,0,22.74,2026-01-23,2026-04-16
838,finance,US,0,14.15,2026-01-06,2026-01-28
839,retail,US,1,17.09,2026-01-02,2026-03-18
840,food,APAC,1,53.0,2026-01-02,2026-01-24
841,games,APAC,0,39.37,2026-01-27,2026-03-01
842,media,EU,0,36.31,2026-01-11,2026-03-09
843,food,MEA,0,20.49,2026-01-04,2026-03-21
844,retail,MEA,1,36.65,2026-01-27,2026-02-17
845,retail,LATAM,0,15.63,2026-01-05,2026-01-29
846,retail,LATAM,0,20.46,2026-01-11,2026-04-01
847,finance,APAC,0,48.37,2026-01-01,2026-02-03
848,retail,APAC,0,45.24,2026-01-21,2026-02-14
849,auto,APAC,0,12.34,2026-01-21,2026-03-30
850,edtech,EU,1,13.48,2026-01-23,2026-02-06
851,food,EU,0,26.47,2026-01-08,2026-03-27
852,auto,US,1,82.13,2026-01-10,2026-03-30
853,food,APAC,0,6.42,2026-01-29,2026-04-17
854,finance,EU,1,29.81,2026-01-25,2026-02-25
855,games,EU,1,9.36,2026-01-02,2026-01-18
856,auto,MEA,1,15.74,2026-01-21,2026-03-04
857,finance,US,0,19.01,2026-01-25,2026-02-28
858,retail,APAC,0,18.28,2026-01-17,2026-04-13
859,media,APAC,0,16.88,2026-01-20,2026-03-20
860,auto,LATAM,0,24.66,2026-01-01,2026-03-27
861,food,LATAM,0,16.87,2026-01-01,2026-03-11
862,food,US,1,8.81,2026-01-02,2026-03-09
863,retail,MEA,1,42.35,2026-01-05,2026-01-21
864,auto,US,0,41.55,2026-01-30,2026-02-11
865,auto,MEA,0,44.27,2026-01-20,2026-01-30
866,media,APAC,1,8.34,2026-01-24,2026-03-21
867,auto,EU,1,30.24,2026-01-09,2026-02-01
868,auto,LATAM,0,39.38,2026-01-29,2026-04-28
869,travel,EU,0,11.92,2026-01-06,2026-01-24
870,retail,LATAM,1,24.69,2026-01-28,2026-04-23
871,travel,EU,0,22.61,2026-01-01,2026-03-04
872,finance,US,0,89.08,2026-01-01,2026-01-16
873,retail,LATAM,1,94.36,2026-01-03,2026-01-14
874,retail,MEA,1,7.65,2026-01-24,2026-03-04
875,media,APAC,1,140.58,2026-01-08,2026-02-12
876,edtech,EU,1,12.93,2026-01-14,2026-02-16
877,edtech,US,0,48.74,2026-01-15,2026-03-06
878,media,MEA,0,48.39,2026-01-24,2026-02-10
879,edtech,LATAM,0,12.22,2026-01-11,2026-01-28
880,media,EU,0,34.65,2026-01-01,2026-03-06
881,retail,US,0,22.75,2026-01-12,2026-04-11
882,auto,US,0,36.16,2026-01-09,2026-02-07
883,travel,EU,0,28.83,2026-01-22,2026-04-16
884,finance,MEA,1,56.68,2026-01-23,2026-02-27
885,auto,LATAM,0,25.86,2026-01-03,2026-02-06
886,media,EU,0,21.81,2026-01-24,2026-02-07
887,retail,LATAM,0,52.84,2026-01-03,2026-02-14
888,finance,APAC,0,36.83,2026-01-19,2026-03-08
889,retail,EU,1,40.95,2026-01-12,2026-03-15
890,games,APAC,0,15.41,2026-01-10,2026-01-30
891,retail,EU,0,11.8,2026-01-15,2026-02-06
892,media,US,1,16.49,2026-01-10,2026-02-21
893,edtech,MEA,0,15.89,2026-01-24,2026-02-05
894,food,LATAM,0,42.54,2026-01-30,2026-02-17
895,media,EU,0,48.58,2026-01-25,2026-03-25
896,edtech,MEA,0,22.01,2026-01-14,2026-04-10
897,edtech,APAC,0,66.8,2026-01-16,2026-03-11
898,retail,MEA,0,63.94,2026-01-14,2026-02-02
899,retail,LATAM,0,29.09,2026-01-24,2026-04-23
900,edtech,US,0,13.8,2026-01-17,2026-03-08
901,retail,APAC,0,73.9,2026-01-15,2026-03-22
902,retail,APAC,0,23.51,2026-01-13,2026-02-05
903,finance,LATAM,1,26.8,2026-01-12,2026-03-08
904,food,US,0,19.34,2026-01-17,2026-01-30
905,travel,US,0,13.16,2026-01-21,2026-03-20
906,media,US,0,8.78,2026-01-13,2026-02-05
907,travel,US,0,38.21,2026-01-25,2026-04-17
908,finance,EU,0,14.18,2026-01-25,2026-02-05
909,games,EU,1,208.86,2026-01-13,2026-03-15
910,retail,MEA,1,11.47,2026-01-28,2026-02-15
911,auto,EU,0,10.17,2026-01-06,2026-03-11
912,finance,MEA,0,35.06,2026-01-28,2026-03-16
913,travel,EU,1,71.56,2026-01-09,2026-04-06
914,food,LATAM,0,25.67,2026-01-17,2026-03-19
915,edtech,US,0,36.62,2026-01-09,2026-02-15
916,travel,APAC,0,6.75,2026-01-14,2026-01-28
917,edtech,US,0,15.27,2026-01-11,2026-03-08
918,auto,APAC,1,11.57,2026-01-22,2026-03-06
919,games,APAC,0,6.51,2026-01-03,2026-01-14
920,media,APAC,1,26.63,2026-01-26,2026-03-22
921,auto,US,0,5.1,2026-01-28,2026-02-21
922,edtech,APAC,0,9.72,2026-01-17,2026-02-12
923,travel,MEA,0,16.84,2026-01-17,2026-01-24
924,finance,APAC,0,13.71,2026-01-21,2026-02-27
925,finance,US,0,32.38,2026-01-06,2026-01-31
926,food,EU,0,30.38,2026-01-23,2026-02-04
927,edtech,US,0,45.86,2026-01-07,2026-02-19
928,games,EU,1,41.54,2026-01-21,2026-02-15
929,travel,EU,0,54.52,2026-01-10,2026-01-28
930,edtech,MEA,0,24.5,2026-01-23,2026-03-09
931,edtech,EU,0,30.34,2026-01-24,2026-02-05
932,media,APAC,0,35.1,2026-01-07,2026-04-06
933,games,MEA,1,27.09,2026-01-19,2026-03-06
934,media,MEA,1,18.58,2026-01-15,2026-04-14
935,travel,EU,1,19.44,2026-01-09,2026-03-30
936,food,EU,0,13.84,2026-01-18,2026-04-16
937,finance,US,0,32.95,2026-01-30,2026-03-23
938,finance,APAC,0,22.97,2026-01-01,2026-02-12
939,travel,MEA,0,15.42,2026-01-29,2026-04-05
940,edtech,US,0,15.43,2026-01-26,2026-02-08
941,media,EU,0,10.51,2026-01-16,2026-04-02
942,travel,US,0,48.68,2026-01-19,2026-02-21
943,food,MEA,0,25.92,2026-01-12,2026-01-19
944,travel,EU,0,13.41,2026-01-04,2026-01-30
945,finance,US,1,43.21,2026-01-18,2026-02-14
946,retail,EU,1,16.57,2026-01-25,2026-02-02
947,food,EU,0,9.17,2026-01-07,2026-03-10
948,finance,MEA,1,50.14,2026-01-22,2026-02-05
949,food,EU,0,16.84,2026-01-23,2026-04-10
950,games,US,1,18.43,2026-01-23,2026-03-08
951,retail,MEA,1,25.25,2026-01-11,2026-03-18
952,games,LATAM,0,54.59,2026-01-12,2026-02-16
953,edtech,EU,1,24.88,2026-01-13,2026-01-30
954,travel,APAC,1,10.6,2026-01-26,2026-02-16
955,auto,MEA,1,35.9,2026-01-28,2026-03-29
956,edtech,APAC,1,17.47,2026-01-13,2026-03-20
957,travel,APAC,0,91.98,2026-01-30,2026-02-28
958,media,APAC,0,24.51,2026-01-18,2026-02-23
959,food,LATAM,1,5.13,2026-01-12,2026-04-07
960,travel,EU,0,31.51,2026-01-01,2026-03-19
961,finance,MEA,0,95.7,2026-01-19,2026-03-01
962,travel,MEA,0,73.93,2026-01-20,2026-02-16
963,auto,EU,0,88.38,2026-01-30,2026-03-03
964,finance,MEA,0,12.02,2026-01-22,2026-03-14
965,food,MEA,1,46.46,2026-01-01,2026-02-24
966,edtech,LATAM,0,14.8,2026-01-18,2026-02-09
967,edtech,US,1,28.7,2026-01-23,2026-02-04
968,games,APAC,1,10.06,2026-01-15,2026-03-04
969,food,MEA,0,15.63,2026-01-13,2026-03-27
970,retail,EU,0,15.28,2026-01-25,2026-02-13
971,games,MEA,0,46.02,2026-01-19,2026-02-28
972,travel,MEA,1,42.97,2026-01-21,2026-02-10
973,travel,LATAM,1,29.78,2026-01-14,2026-02-10
974,travel,US,0,9.53,2026-01-09,2026-03-07
975,finance,APAC,0,19.72,2026-01-16,2026-02-15
976,finance,EU,0,14.55,2026-01-29,2026-02-26
977,retail,MEA,0,45.1,2026-01-19,2026-04-18
978,edtech,US,1,55.97,2026-01-22,2026-02-12
979,games,EU,1,51.39,2026-01-04,2026-01-26
980,edtech,LATAM,0,14.46,2026-01-30,2026-04-24
981,edtech,LATAM,1,3.61,2026-01-08,2026-03-01
982,media,LATAM,0,7.12,2026-01-30,2026-02-09
983,edtech,EU,1,66.36,2026-01-14,2026-02-25
984,media,LATAM,0,18.53,2026-01-28,2026-03-22
